SUMMARIZATION_LEVEL,NAME,ORGANIZATION_CITY,ORGANIZATION_ZIP,SERVICE_DESCRIPTION,SERVICE_METHOD_NAME,MEDIAN_ALLOWED_AMT,LOWER_25_ALLOWED_AMT,UPPER_75_ALLOWED_AMT,REPORTING_PERIOD_BEGIN_DT,REPORTING_PERIOD_END_DT
Organization,Evergreenhealth Medical Center,Kirkland,98034,Echocardiogram,Outpatient Diagnostic,912.88,881.16,1150.98,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Evergreenhealth Monroe,Monroe,98272,Colonoscopy with Lesion Removal,Outpatient Surgery,2938.25,2174.05,4229.21,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Forks Community Hospital,Forks,98331,Bone Mineral Density Scan,Outpatient Diagnostic,336.23,310.5,432.88,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Pullman Regional Hospital,Pullman,99163,Knee Arthroscopy,Outpatient Surgery,7465,6078.77,8452.52,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Pullman Regional Hospital,Pullman,99163,Total Hysterectomy: Laparoscopic,Outpatient Surgery,15878.19,14245.15,18245.15,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Pullman Regional Hospital,Pullman,99163,Spine Epidural Injection,Outpatient Diagnostic,822.26,522.6,2143.99,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Samaritan Healthcare,Moses Lake,98837,Echocardiogram,Outpatient Diagnostic,1409.3,1320.99,1422.3,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Skyline Hospital,White Salmon,98672,MRI of the Spine,Outpatient Diagnostic,612.3,311,1464.98,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Skyline Hospital,White Salmon,98672,X-ray of Knee: 3+ Views,Outpatient Diagnostic,134.34,54.04,156.51,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Snoqualmie Valley Hospital,Snoqualmie,98065,Diagnostic Colonoscopy,Outpatient Surgery,2279.02,1544.79,2384.18,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,St. Anthony Hospital,Gig Harbor,98332,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,702.65,589.46,772.16,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,St. Anthony Hospital,Gig Harbor,98332,Transvaginal Ultrasound First Trimester,Outpatient Diagnostic,401.35,275.77,479.17,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,St. Anthony Hospital,Gig Harbor,98332,Emergency Department Visit: Moderate Severity,Outpatient Diagnostic,544.75,456.68,713.45,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,St. Anthony Hospital,Gig Harbor,98332,Remove Uterine Lesions/Cysts: Laparoscopic,Outpatient Surgery,15795.59,13649.21,19463.3,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,St. Anthony Hospital,Gig Harbor,98332,Transvaginal Ultrasound: Non-obstetric,Outpatient Diagnostic,455.41,386.47,478.02,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,St. Elizabeth Hospital,Enumclaw,98022,Colonoscopy with Lesion Removal,Outpatient Surgery,4401.12,3835.87,4692.23,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Uw Medicine - Valley Medical Center,Renton,98055,X-ray of Hip: 2+ Views,Outpatient Diagnostic,145.22,96.63,177.08,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Uw Medicine - Valley Medical Center,Renton,98055,Obstetrical Ultrasound of Fetus,Outpatient Diagnostic,456.49,369.04,556.31,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Uw Medicine - Valley Medical Center,Renton,98055,Hysterosalpingogram (HSG),Outpatient Diagnostic,1018.71,796.39,1018.71,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Virginia Mason Medical Center,Seattle,98101,Partial Mastectomy,Outpatient Surgery,19308.51,9470.93,28511.81,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Virginia Mason Medical Center,Seattle,98101,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,315.38,137,522.86,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Virginia Mason Medical Center,Seattle,98101,Diagnostic Colonoscopy,Outpatient Surgery,2707.89,2053.15,2934.01,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Virginia Mason Medical Center,Seattle,98101,Colonoscopy with Lesion Removal,Outpatient Surgery,3374.44,2668.01,4414.24,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Virginia Mason Medical Center,Seattle,98101,Spine Epidural Injection,Outpatient Diagnostic,1827.39,1286.66,2065.53,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Virginia Mason Medical Center,Seattle,98101,X-ray of Knee: 3+ Views,Outpatient Diagnostic,146.37,64.35,171.91,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Virginia Mason Medical Center,Seattle,98101,Prostatectomy (TURP),Outpatient Surgery,10490.89,9855.39,11978.05,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Whidbeyhealth Medical Center,Coupeville,98239,Transvaginal Ultrasound First Trimester,Outpatient Diagnostic,141.37,136.94,223.86,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Willapa Harbor Hospital,South Bend,98586,Screening Digital Mammogram,Outpatient Diagnostic,248.86,248.86,253.74,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Virginia Mason - Yakima Valley Memorial Hospital,Yakima,98902,"Upper Endoscopy of Esophagus, Stomach and Duodenum (EGD)",Outpatient Surgery,3103.09,1965.73,4149.11,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Virginia Mason - Yakima Valley Memorial Hospital,Yakima,98902,Hysteroscopy with Biopsy,Outpatient Surgery,4867.68,4736.28,6012.85,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Virginia Mason - Yakima Valley Memorial Hospital,Yakima,98902,Spine Epidural Injection,Outpatient Diagnostic,1325.93,1316.37,1750.64,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Virginia Mason - Yakima Valley Memorial Hospital,Yakima,98902,Diagnostic Digital Mammogram: Unilateral,Outpatient Diagnostic,215.68,152.73,300.25,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Virginia Mason - Yakima Valley Memorial Hospital,Yakima,98902,Transvaginal Ultrasound: Non-obstetric,Outpatient Diagnostic,249.69,218.06,364.31,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,St. Elizabeth Hospital,Enumclaw,98022,Echocardiogram,Outpatient Diagnostic,1635.43,1238.22,1674.14,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,St. Francis Hospital,Federal Way,98003,Partial Mastectomy,Outpatient Surgery,10310.15,7816.76,16714.65,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,St. Francis Hospital,Federal Way,98003,Obstetrical Ultrasound of Fetus,Outpatient Diagnostic,393.99,335.54,425.74,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,St. Francis Hospital,Federal Way,98003,Emergency Department Visit: Moderate Severity,Outpatient Diagnostic,544.75,456.68,710.05,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,St. Joseph Medical Center,Tacoma,98405,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,290.86,77.37,741.18,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,St. Joseph Medical Center,Tacoma,98405,Diagnostic Colonoscopy,Outpatient Surgery,2143.53,1870.66,2664.42,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,St. Joseph Medical Center,Tacoma,98405,Discectomy,Outpatient Surgery,18901.62,15297.05,20019.25,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,St. Joseph Medical Center,Tacoma,98405,MRI of the Spine,Outpatient Diagnostic,1018.07,862.53,1057.84,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,St. Joseph Medical Center,Tacoma,98405,Emergency Department Visit: Moderate Severity,Outpatient Diagnostic,506,456.68,645.95,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Summit Pacific Medical Center,Elma,98541,X-ray of Knee: 3+ Views,Outpatient Diagnostic,440.75,323.48,441.62,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Sunnyside Community Hospital & Clinics,Sunnyside,98944,Obstetrical Ultrasound of Fetus,Outpatient Diagnostic,1065.33,925.68,1220,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Sunnyside Community Hospital & Clinics,Sunnyside,98944,Diagnostic Digital Mammogram: Unilateral,Outpatient Diagnostic,629.75,616.8,651.2,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Swedish Cherry Hill,Seattle,98122,Transvaginal Ultrasound First Trimester,Outpatient Diagnostic,314.43,232,391.52,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Swedish Edmonds,Edmonds,98026,Colonoscopy with Lesion Removal,Outpatient Surgery,3786.97,2964.57,3956.24,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Swedish Edmonds,Edmonds,98026,Cataract Removal with Implant of Lens,Outpatient Surgery,5438.8,5147.63,5962.15,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Swedish Edmonds,Edmonds,98026,Emergency Department Visit: Moderate Severity,Outpatient Diagnostic,516.22,421.16,583.36,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Swedish First Hill,Seattle,98122,Partial Mastectomy,Outpatient Surgery,12891.64,8714.49,16583.88,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Swedish First Hill,Seattle,98122,Colonoscopy and Biopsy,Outpatient Surgery,2375.83,1916.61,2840.37,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Grays Harbor Community Hospital,Aberdeen,98520,"Upper Endoscopy of Esophagus, Stomach and Duodenum (EGD)",Outpatient Surgery,2023.93,1617.03,2566.25,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Grays Harbor Community Hospital,Aberdeen,98520,Colonoscopy with Lesion Removal,Outpatient Surgery,2344.91,1919.65,2791.63,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Grays Harbor Community Hospital,Aberdeen,98520,Total Hysterectomy: Laparoscopic,Outpatient Surgery,9979.09,9130.93,11880.18,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Grays Harbor Community Hospital,Aberdeen,98520,MRI of the Spine,Outpatient Diagnostic,887.48,556.36,899.28,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Grays Harbor Community Hospital,Aberdeen,98520,Esophagram,Outpatient Diagnostic,188.14,166.9,227.33,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Grays Harbor Community Hospital,Aberdeen,98520,Emergency Department Visit: Moderate Severity,Outpatient Diagnostic,380.18,330.13,418.69,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Grays Harbor Community Hospital,Aberdeen,98520,Diagnostic Digital Mammogram: Unilateral,Outpatient Diagnostic,236.47,197.5,236.47,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Harrison Medical Center,Bremerton,98310,X-ray of Hip: 2+ Views,Outpatient Diagnostic,61.7,44.74,268.01,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Harrison Medical Center,Bremerton,98310,Diagnostic Digital Mammogram: Unilateral,Outpatient Diagnostic,199.4,155.34,204.16,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Highline Medical Center,Tukwila,98168,MRI of the Spine,Outpatient Diagnostic,548.49,353.18,789.14,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Highline Medical Center,Tukwila,98168,X-ray of Hip: 2+ Views,Outpatient Diagnostic,128.56,63.02,136.15,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Island Hospital,Anacortes,98221,Colonoscopy with Lesion Removal,Outpatient Surgery,3009.94,1866.81,3514.89,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Island Hospital,Anacortes,98221,MRI of the Spine,Outpatient Diagnostic,700.49,612.3,1344.63,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Island Hospital,Anacortes,98221,Transvaginal Ultrasound First Trimester,Outpatient Diagnostic,149.09,136.94,158.75,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Island Hospital,Anacortes,98221,Transvaginal Ultrasound: Non-obstetric,Outpatient Diagnostic,203.72,173,246.96,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Jefferson Healthcare,Port Townsend,98368,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,79.66,60.41,98.91,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Kadlec Regional Medical Center,Richland,99352,Total Hysterectomy: Laparoscopic,Outpatient Surgery,11764.64,2979.62,16953.85,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Kootenai Health,Coeur D Alene,83814,Vaginal Delivery,Inpatient APR,9301.02,8245.44,10097.6,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Statewide,,,,Sleeve Gastrectomy,Inpatient APR,25013.85,21761.67,27603.96,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Statewide,,,,Prostatectomy,Inpatient APR,25698.13,21497.33,30898.99,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Capital Medical Center,Olympia,98502,Emergency Department Visit: Moderate Severity,Outpatient Diagnostic,369.86,322.91,418.56,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Multicare Rockwood Clinic,Spokane,99202,Knee Arthroscopy,Outpatient Surgery,6650.96,1762.89,20210.03,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Multicare Rockwood Clinic,Spokane,99202,"Upper Endoscopy of Esophagus, Stomach and Duodenum (EGD)",Outpatient Surgery,1060.35,686.09,2509.6,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Multicare Rockwood Clinic,Spokane,99202,Colonoscopy and Biopsy,Outpatient Surgery,1894.44,883.33,2691.24,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Multicare Rockwood Clinic,Spokane,99202,Transrectal Ultrasound and Biopsy of Prostrate,Outpatient Diagnostic,828.94,828.94,839.98,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence Express Care,Mukilteo,98275,Screening Digital Mammogram,Outpatient Diagnostic,241.11,241.11,244.73,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Cascade Medical Center,Leavenworth,98826,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,79.66,79.66,79.66,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Cascade Medical Center,Leavenworth,98826,Bone Mineral Density Scan,Outpatient Diagnostic,375.25,353.08,393.36,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Inland Imaging Associates,Spokane,99202,X-ray of Knee: 3+ Views,Outpatient Diagnostic,78.34,72.86,82.06,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Digestive Disease & Endoscopy Center,Bremerton,98310,Colonoscopy and Biopsy,Outpatient Surgery,1032.84,951.74,1155.4,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Edmonds Endoscopy Center,Edmonds,98026,Diagnostic Colonoscopy,Outpatient Surgery,1244.98,1244.98,1244.98,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Eye Associates Northwest Surgery Center,Seattle,98107,After-Cataract Laser Surgery,Outpatient Surgery,557.23,453.77,664.18,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Digestive Health Network Endoscopy Network,Federal Way,98003,Colonoscopy with Lesion Removal,Outpatient Surgery,2211.45,1780.94,2571.13,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Fremont Endoscopy Center,Seattle,98103,Diagnostic Colonoscopy,Outpatient Surgery,1244.98,1244.98,1244.98,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Gastroenterology Associates,Olympia,98506,Colonoscopy and Biopsy,Outpatient Surgery,1397.33,1258.42,1846.32,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Western Washington Medical Group,Everett,98201,Cystoscopy of Bladder/Urethra,Outpatient Diagnostic,365.94,308.52,365.94,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Western Washington Medical Group,Everett,98201,Transrectal Ultrasound and Biopsy of Prostrate,Outpatient Diagnostic,715.31,641.36,715.31,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Laser And Surgery Center,Lacey,98503,Cataract Removal with Implant of Lens,Outpatient Surgery,2724.16,2592.45,2834.49,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Longview Surgical Center,Longview,98632,Knee Arthroscopy,Outpatient Surgery,3246.98,2645.07,3769.9,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Longview Surgical Center,Longview,98632,"Upper Endoscopy of Esophagus, Stomach and Duodenum (EGD)",Outpatient Surgery,1181.48,1080.4,1317.44,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Mid-Columbia Endoscopy Center,Kennewick,99336,Colonoscopy and Biopsy,Outpatient Surgery,1155.1,1126.16,1333.74,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Swedish - Minor And James Medical,Seattle,98104,Drain/Injection Joint with Ultrasound Guidance,Outpatient Diagnostic,184.84,165.06,199.22,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Swedish - Minor And James Medical,Seattle,98104,"Upper Endoscopy of Esophagus, Stomach and Duodenum (EGD)",Outpatient Surgery,1089.28,944.97,1391.8,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Northwest Orthopaedic Specialists,Spokane,99204,Discectomy,Outpatient Surgery,4587.23,4350.8,5151.21,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Olympia Orthopaedic Associates,Olympia,98502,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,98.91,89.68,107.04,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Olympia Orthopaedic Associates,Olympia,98502,MRI of the Spine,Outpatient Diagnostic,612.3,321.05,621.4,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Overlake Ambulatory Surgery Center,Bellevue,98004,Colonoscopy and Biopsy,Outpatient Surgery,1466.07,990,1815.63,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Pacific Cataract And Laser Institute - Tacoma,Tacoma,98409,After-Cataract Laser Surgery,Outpatient Surgery,775.89,707.71,989.76,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Pacific Northwest Eye Surgery Center,Tacoma,98405,After-Cataract Laser Surgery,Outpatient Surgery,689.18,681.77,692.77,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Pacific Rim Outpatient Surgery Center,Bellingham,98225,Hysteroscopy with Biopsy,Outpatient Surgery,2412.98,2147.56,3638.64,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Pacific Rim Outpatient Surgery Center,Bellingham,98225,Total Knee Replacement: Outpatient,Outpatient Surgery,33394.12,21758.74,34495.76,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Mt. Baker Imaging,Lynden,98264,Screening Digital Mammogram,Outpatient Diagnostic,232.7,217.4,278.79,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Mt. Baker Imaging,Lynden,98264,Diagnostic Digital Mammogram: Unilateral,Outpatient Diagnostic,198.25,196.32,243.54,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Diagnostic Imaging Northwest,Puyallup,98372,X-ray of Knee: 3+ Views,Outpatient Diagnostic,58.33,54.2,59.99,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Diagnostic Imaging Northwest,Puyallup,98372,Transvaginal Ultrasound First Trimester,Outpatient Diagnostic,161.06,161.06,165.5,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Harborview Medical Center,Seattle,98104,Colonoscopy and Biopsy,Outpatient Surgery,2875.99,2458.14,4241.8,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Columbia Memorial Hospital,Astoria,97103,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,108.58,108.58,108.58,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Kootenai Health,Coeur D Alene,83814,MRI of the Spine,Outpatient Diagnostic,1130.36,1024.33,1307.69,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Kootenai Health,Coeur D Alene,83814,Emergency Department Visit: Moderate Severity,Outpatient Diagnostic,733.84,594.32,800.81,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Mid-Columbia Medical Center,The Dalles,97058,Echocardiogram,Outpatient Diagnostic,2230.6,1392.83,2241.61,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Mid-Columbia Medical Center,The Dalles,97058,Transvaginal Ultrasound: Non-obstetric,Outpatient Diagnostic,377.07,363.99,403.71,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,St. Joseph Hospital,Lewiston,83501,Echocardiogram,Outpatient Diagnostic,898.79,898.79,898.93,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,St. Joseph Hospital,Lewiston,83501,Transvaginal Ultrasound: Non-obstetric,Outpatient Diagnostic,271.26,265.05,502.27,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Doctors Clinic,Bremerton,98310,Diagnostic Colonoscopy,Outpatient Surgery,841.41,841.41,841.41,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Franciscan Medical Group,Tacoma,98402,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,111.67,104.35,121.11,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Franciscan Medical Group,Tacoma,98402,Diagnostic Colonoscopy,Outpatient Surgery,2504.35,2150.13,2833.88,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
