OBJECTID,SYSTEM,PARENTID,DEPARTMENT,DESCRIPTION,SYNTURF_Location,System_Type,Turf_Type,Infill_Material,JOP,Maint_By,Maint_By_Spec,Construction_Entity,Construction_Entity_Spec,Contract_Type,Contract_Number,Commission_Date,RETIRED,Borough,Shape
7,B150-SYNTURF-0036,B150,B-14,Kolbert Playground,E 17th Street and Bay Avenue,Unknown,Unknown,Unknown,false,DPR,NULL,DPR,NULL,Capital,B150-115M,01/01/1899,True,B,0xD708000001042A000000805EC30610642E4100302958C82404410054D34E11642E41007280ADB924044100845F2A13642E4100A63708AC24044100BDA38C15642E410030B0C39F24044180C1AA6518642E41004E8F3295240441004879A21B642E4100140E9C8C24044180FB0D2D1F642E410062F539862404418080B9ED22642E4100DE453782240441007549CB26642E4100EC33AE80240441007489AB2A642E4100BC2BAA81240441001AC6742E642E41002EC923852404410004770D32642E4100E887038B24044100D3155D35642E4100526F22932404418033CC4D38642E41009C124A9D2404418050B3868A642E41007AD7EDF9250441009EE8F68D642E4100A667610626044100C5D6D890642E4100E0CBE9142604418078AB1893642E4100A4E62225260441007E1DA794642E410040829C3626044180AA167995642E4100E604DF4826044180E80B8995642E4100AA706B5B2604410036A7D694642E4100A0C7C26D260441808A73118A642E4100F23911B527044180302B6D88642E41007C7F0AC72704418015A11286642E4100F023B3D72704410078201283642E4100969999E627044100A827807F642E4100DE6656F3270441800468757B642E410078DE92FD27044100F9980D77642E41005473080528044100FBF66672642E4100AC14840928044180846CA16D642E4100062EE60A2804410094891410642E410056E090D0270441802905520B642E41006A02CCC7270441006706FD06642E4100C86C00BC27044100C34A3403642E4100AC1880AD27044100A5871200642E4100AA7FB29C270441806193ADFD632E410086370D8A270441003A6516FC632E410040F21376270441005B6958FB632E4100F6C9536127044100D8A978FB632E4100E4385F4C27044180AD4F76FC632E41004211CA37270441805EC30610642E4100302958C824044101000000020000000001000000FFFFFFFF0000000003
64,M022-SYNTURF-0008,M022,M-04,De Witt Clinton Park,11th Avenue and West 53rd Street,Field Group,Infill,EPDM,false,DPR,NULL,DPR,NULL,Capital,M022-107M,05/21/2009,False,M,0xD7080000010416000000807FF832AA152E41007C1ACF3BBB0A4180BC892D1A162E41006C31CF8CBA0A4100E281D74B162E41002CC69880BA0A41803BEA8E7D162E41009859B888BA0A4100C7E3CEAE162E41005EBF17A5BA0A410087BC13DF162E4100545E6AD5BA0A41008872DC0D172E41008A8C3019BB0A4180E736AC3A172E410044DFB46FBB0A4100D5EE0A65172E410000DB0ED8BB0A41009BB8878C172E410088FF2851BC0A4100A1C0B8B0172E4100FC6FBFD9BC0A4100719B3DD1172E4100D2A66470BD0A4180C1EC6E56182E41003CEA7484C10A41807B979846182E41003225493EC20A41806AEF3128172E4100DA6F3F8BC40A410081ED8303172E4100A642A663C40A418010AE63FB162E41002C7C3F2DC40A4180604ED23F162E4100C2E00CCEC50A4180173D871A162E410030E1B4A1C50A4100D4494FEC142E4100E43B5529BD0A410054EFF7F4142E410038B9E1B5BC0A41807FF832AA152E41007C1ACF3BBB0A4101000000020000000001000000FFFFFFFF0000000003
121,Q476-SYNTURF-0044,Q476,Q-07,College Point Fields,23rd Avenue and 130th Street,Field Group,Infill,EPDM,false,DPR,NULL,DPR,NULL,Capital,Q476-106M,07/30/2010,False,Q,0xD7080000010405000000806763CE6F662F410052A2A452370B41802861CB52662F41002EFABCE42B0B4100DC383077682F41000CE1AA8F2B0B4180DF0FF395682F41009AE76AE6360B41806763CE6F662F410052A2A452370B4101000000020000000001000000FFFFFFFF0000000003
21,Q099-SYNTURF-0018,Q099,Q-15,Flushing Meadows Corona Park,Path of Commerce,Field Group,Unknown,Unknown,false,DPR,NULL,DPR,NULL,Capital,Q099-601M,11/20/2003,True,Q,0xD70800000104050000008079D692CF652F4100C000AF06ED0941803E773339642F41004C2DADD4F50941805F4C59A8622F4100B0AA2050F109418069231F3D642F41008E1D466CE809418079D692CF652F4100C000AF06ED094101000000020000000001000000FFFFFFFF0000000003
28,B058-SYNTURF-0011,B058,B-01,McCarren Park,Bayard Street and Lorimer Street,Field Group,Infill,Rubber Crumb,false,DPR,NULL,DPR,NULL,Capital,B058-103M,09/28/2005,False,B,0xD708000001042C00000000273250F6712E4100B05A6014A0084100A7719F40722E410092AB9AE6960841807F730B47722E4100707AF9619608410033095752722E4100DA3DA8E295084100C7864162722E4100DC54816B95084180DAB56F76722E4100C2112EFF94084100AF2F6E8E722E4100EAA11AA094084180318CB3A9722E410092F16750940841800468A3C7722E4100A0E7DE1194084100929792E7722E41007CF9E4E593084180152DCA08732E4100F27275CD93084100AFAB8B2A732E4100246E1DC9930841807311164C732E41006E1BF5D8930841807B5EA96C732E410074C5A1FC93084180F49C8A8B732E410020D5573394084180336C09A8732E4100B4D5DC7B94084180C05A82C1732E4100E83492D494084180679A63D7732E410012FB7B3B9508418043DB2FE9732E410048374CAE95084180C92681F6732E41009A73722A96084100D4640BFF732E41004A7526AD96084100A5889D02742E410008117D3397084180ED3E2301742E4100344374BA97084180CE6471B7732E41003A1BFC16A1084100CC9D22AE732E4100D4AF799BA1084180D9E2EE9F732E4100CAFCD218A20841803AB0298D732E410004EF288CA208410099374176732E410048E8D6F2A2084100FDAFBB5B732E41007487814AA3084100C0D0343E732E4100C41C2691A3084100821F5A1E732E4100F6C126C5A3084100153CE6FC722E41006E6A52E5A308418071DA9DDA722E41004AEFEAF0A3084180A1E149B8722E41008CCBADE7A3084100B10FB496722E410002C0D0C9A30841009A43A176722E4100507F0298A308418035F6CD58722E4100E2516753A30841002805E93D722E4100D00993FDA2084100D5569026722E4100B43E7C98A20841004EFD4C13722E41008AE97426A208418048059004722E41006C441AAAA108418013F1AFFA712E41005E564526A10841808E89E6F5712E41001AD7FC9DA0084100273250F6712E4100B05A6014A0084101000000020000000001000000FFFFFFFF0000000003
85,M200-SYNTURF-0038,M200,M-07,Booker T. Washington Playground,Amsterdam Avenue and West 107th Street,Field Group,Infill,Rubber Crumb,true,DPR,NULL,DPR,NULL,Capital,M200-105M,08/25/2006,False,M,0xD708000001041000000000CF88F9ED562E4100CE80CF87330C4180D3B3CE30582E41003A35FCCB300C4180A632C5EF582E41000CD6CF1D360C4180AAFA15C8572E410056B7149D380C418061069BBB572E4100180D1052380C418002C3B8B2572E4100365B3865380C4180435F048C572E41002C427E38380C4180C18C0479572E4100B64F26A8370C41006B386F71572E4100267F94B9370C41804D708847572E410060CB529D360C4100F29A484A572E4100D872FB96360C4100838CC14C572E41000630048F360C4100C5FBE34E572E4100AA0F9E85360C418085CEA250572E41009E2E027B360C41809A19F351572E4100E611736F360C4100CF88F9ED562E4100CE80CF87330C4101000000020000000001000000FFFFFFFF0000000003
142,X147A-SYNTURF-0019,X147A,X-14,Starlight Park,Sheridan Expressway at East 173th Street,Field Group,Non-Infill,Not Applicable,false,DPR,NULL,Other,NYSDOT GreenLITES,Unknown,NULL,05/01/2013,False,X,0xD708000001040F00000080BBF8839D072F4100482559A4AF0D410044FCAE87072F4100B6AE9526AF0D418023A1429A072F410002985CF7AE0D41004D907729062F410026AA5113A60D4180C5C73C17062F410098A35145A60D410024E05C01062F41001AB47CCCA50D410075E94C0C062F4100281FA721A50D41004170E727062F41003A7DFCDEA40D4100AF73BF36062F410012C97C2CA50D410073723F88072F4100A08F51BDA10D4100746C1727092F41001AA803B4AB0D4100BC8D27D7072F4100CC526720AF0D418068A8F5E2072F4100169D916FAF0D41807917ABC2072F4100FE5875C8AF0D4180BBF8839D072F4100482559A4AF0D4101000000020000000001000000FFFFFFFF0000000003
199,B068-SYNTURF-0017,B068,B-14,Parade Ground Football-09,Caton Avenue and Rugby Road,Field Group,Infill,Rubber Crumb,false,DPR,NULL,DPR,NULL,Capital,B068-199,06/22/2001,False,B,0xD7080000010407000000807B835405512E41007CABDA2B800541006AD592BD4F2E410010DA42288A0541809503913E4E2E41001EBD561887054180485A26344E2E41002E02C5848605418058AACC614F2E410074E1C43D7D054180B8DCD2854F2E4100D80AAC117D0541807B835405512E41007CABDA2B80054101000000020000000001000000FFFFFFFF0000000003
16,X004-SYNTURF-0002,X004,X-09,Bronx River Parkway,Morrison Avenue and Harrod Place,Field Group,Unknown,Unknown,false,DPR,NULL,DPR,NULL,Capital,X004-114M,01/01/1899,True,X,0xD708000001042300000000CA070F0D1B2F41004297A2AD750D4180253E54031B2F4100C6851DE6750D418017F16CF71A2F4100CE947D17760D4180DCC3AAE91A2F4100321B6E40760D4100E2486CDA1A2F4100B8E8D65F760D4180BCFB19CA1A2F41001EFAE074760D41001E1224B91A2F4100342DFB7E760D4180C79EFEA71A2F4100EE4CE07D760D410082B81F971A2F410068BD9771760D41000D1CFB861A2F4100EA27765A760D41801451FF771A2F4100D81E1A39760D4180277B936A1A2F4100AE6D690E760D4180A97C135F1A2F4100D2B087DB750D4180CC73CE551A2F410090F9D2A1750D4180860A044F1A2F4100E009D762750D41808B9DE24A1A2F410050984420750D4100F8E3DD741A2F41008C234B56710D4180410FF47C1A2F4100A8A9DF1A710D41009EC062871A2F4100A02F9FE5700D4100F28FE0931A2F410026FB01B8700D4100E82115A21A2F410016E54993700D4180FC839CB11A2F4100589D7978700D418086DA08C21A2F4100CA9E4E68700D4100C768E6D21A2F410024773A63700D4100F26BBEE31A2F4100F26E6169700D41803ACB19F41A2F41008C85987A700D4180E21F85031B2F41001C716596700D410046E693111B2F4100A8FE03BC700D4100E4ACE21D1B2F410030726BEA700D41806DC61A281B2F4100C4925420710D4100CBF7F32F1B2F4100A066425C710D4180272837351B2F4100644B8E9C710D4180F1E1BE371B2F410030B672DF710D41804DC7EE0C1B2F4100D6414DAE750D4100CA070F0D1B2F41004297A2AD750D4101000000020000000001000000FFFFFFFF0000000003
123,R017-SYNTURF-0002,R017,R-02,Owl's Hollow field 2,Arthur Kill Road and Muldon Avenue,Field Group,Infill,EPDM,false,DPR,NULL,DPR,NULL,Capital,RG-12450-506M,07/31/2013,False,R,0xD708000001040500000000A48D38E9622C41002E8F7F7B96014100E06880A4602C4100CE3D2B1D9E0141804DFF8C715F2C4100E639F45C98014180AE054BB2612C4100F8E047AE90014100A48D38E9622C41002E8F7F7B96014101000000020000000001000000FFFFFFFF0000000003
180,M198-SYNTURF-0037,M198,M-10,Martin Luther King Jr. Playground,Lenox Avenue and W 114 Street,Play Area,Non-Infill,Not Applicable,false,DPR,NULL,DPR,NULL,Capital,M198-116M,01/10/2018,False,M,0xD708000001042900000080BC89D904752E4100E27C31482F0C410029D1D317752E4100FCC8D41D2F0C4100264E3E2C752E4100B48908002F0C4100B4CD9441752E4100EEE98CEF2E0C41005E4C1444752E4100367954EE2E0C410018D39746752E41001ECBD2EE2E0C410099BC0C49752E41009C8304F12E0C41009A8E604B752E41006A2AD8F42E0C4100DA51824D752E41001E3332FA2E0C410019E6614F752E410020F9EA002F0C410024B0F150752E4100AC17D0082F0C4100CCC22552752E4100E2C5A7112F0C4100F08CF552752E4100C07E2F1B2F0C410077AC5A53752E410038B520252F0C410057715253752E41002880312F2F0C41009ACAFE4E752E4100ECC384962F0C41802516A447752E4100F02411FB2F0C41804EEFA546752E4100B4186106300C4180B98C3445752E41005C71E310300C41808D025A43752E4100D09D4F1A300C4180FBE92241752E410010196322300C41003FB79E3E752E41004676E728300C41009CE2DE3B752E4100C258AE2D300C41005C92F638752E410002D49630300C4180CC98F935752E4100BE178E31300C41003F20FD32752E4100D6678B30300C410001511530752E41006A80972D300C418062A9562D752E4100C4DDC528300C4180AC24D42A752E41006A183822300C4180C584581B752E41004C1132FC2F0C41008A2C960D752E4100B22DBDCC2F0C41805927E801752E4100528A12952F0C41809E0AAF00752E41008C1EDC8C2F0C418051ABD4FF742E4100FE97ED832F0C41008C6B5FFF742E4100B07F8B7A2F0C41805BFD52FF742E4100B462FC702F0C4100C28BAFFF742E410024D288672F0C4180B4917200752E4100165F795E2F0C41001C039601752E4100903A11562F0C4100D8791103752E41008AE5904E2F0C4180BC89D904752E4100E27C31482F0C4101000000020000000001000000FFFFFFFF0000000003
54,B266-SYNTURF-0053,B266,B-03,Star Spangled Playground,Franklin Avenue and Willoughby Avenue,Field Group,Non-Infill,Not Applicable,true,DPR,NULL,Unknown,NULL,Unknown,NULL,01/01/1899,False,B,0xD7080000010429000000004E0ED821642E410006FD9CE35B0741000B6C5C24642E410060E136B65B0741006FE49828642E4100D449E88A5B0741001599732E642E4100609EBA625B074180726CC835642E4100C0CAA33E5B074100DAAF6A3E642E410044867F1F5B07410080CF2548642E4100D04F0D065B07410025CF7C64642E4100508F7FDA5A0741003A9E3B82642E4100409D2FC25A0741009C9D92A0642E410030CCC6BD5A0741001951AEBE642E4100980464CD5A0741808269BCDB642E4100D8189BF05A074180CAA7F2F6642E4100327175265B07410011E5920F652E4100FC737B6D5B0741008EF3EF16652E41007A3086895B0741809E38281D652E4100EE2CB1A95B074180B4151722652E4100824640CD5B07410061D19F25652E410008DA61F35B0741805141AD27652E410024D4361B5C07418059A33328652E4100445DD3435C0741006CC62F27652E4100D2454A6C5C07418065A05A06652E41000CD1C8D75F074100CB699402652E410050D624166007418015A973FC642E4100B80F705160074180D5A81DF4642E4100CCFF408860074100CF4EC5E9642E410082B549B9600741001BEEBDCF642E41002EC880E86007410083D730B4642E4100D03DE80661074180A3B9CA97642E41008A9BC213610741002B223D7B642E41002440BF0E61074180CE213B5F642E41001814FDF76007418033C17344642E41008C350BD060074180E2A48E2B642E41004A98E3976007410037DA2715642E4100A0A5E55060074180FE3B580D642E4100882DA72B6007410018B72A07642E41009023CA01600741802977CA02642E41001A2070D45F074180A88D5500642E4100E697D3A45F074180D61CDDFF632E4100F67740745F074180C0806401642E41005E0906445F0741004E0ED821642E410006FD9CE35B074101000000020000000001000000FFFFFFFF0000000003
111,Q205A-SYNTURF-0029,Q205A,Q-02,Big Bush Park,61st Street and Laurel Hill Boulevard,Field Group,Non-Infill,Not Applicable,false,DPR,NULL,DPR,NULL,Capital,Q205A-108M,10/19/2010,False,Q,0xD708000001042300000000D38A2EC6DC2E4100561C2324780941805B5C58D6DC2E41004CAC1B7F780941008E408BE2DC2E4100A2087BE378094100200D72EADC2E4100C062844E790941003C7ED5EDDC2E41005AE34BBD79094100A88F33EEDC2E4100942143E87909410085CA3BF0DC2E4100ECE07A127A094180A195E1F3DC2E410062BDEB3A7A094180A5ED0DF9DC2E41002C6B9A607A0941801513A1FFDC2E4100C2169D827A0941801D998F0CDD2E41002A5D19BC7A094180EF57DA16DD2E410074EE90FD7A0941005EB4331EDD2E410030F317457B09418096EB6422DD2E410046E796907B0941001D3E4E23DD2E41002406D6DD7B0941000F07DD1DDD2E4100F4FC189A7D094100EB29180FDD2E41004A330AA57D0941003E68F600DD2E4100103E66B97D0941007A56D7F3DC2E4100305FA3D67D094180F44F13E8DC2E4100AC0BFCFB7D094180E09DF9DDDC2E4100BA4B74287E09418047C9CED5DC2E4100CE72E05A7E0941001009A86FDC2E410024896D787E094180FF4691C5DB2E4100627D48297F0941802AE186A4DB2E4100DAB70AD27E094180CE3E010EDB2E4100403069A07609410029C65B25DB2E4100828031FF750941800353376ADC2E41007617BA8A74094100BD739F8FDC2E410002E4FBE974094100FC73209DDC2E410032EF885C7509418011E1569BDC2E4100E02BD47E75094100964249B4DC2E4100C086EFF8760941809B0028B0DC2E41004C82C41577094100850B2EB9DC2E410022D9F89E77094100D38A2EC6DC2E4100561C232478094101000000020000000001000000FFFFFFFF0000000003
168,R129-SYNTURF-0010,R129,R-02,Blood Root Valley,Greenbelt Rec Center and Brielle Ave,Field Group,Infill,Rubber Crumb,false,DPR,NULL,DPR,NULL,Capital,R129-105M,06/30/2006,False,R,0xD708000001040500000080469699D2DB2C41008886EFCDEF0241007B2A6531DD2C410026B6B248ED02410093136B3CDE2C4100C664765BF60241005F7F9FDDDC2C41002489B2E0F8024180469699D2DB2C41008886EFCDEF024101000000020000000001000000FFFFFFFF0000000003
189,B381-SYNTURF-0061,B381,B-04,Thomas Boyland Park,Broadway and Furman Avenue,Play Area,Non-Infill,Not Applicable,false,DPR,NULL,DPR,NULL,Capital,B381-115M,08/11/2017,False,B,0xD708000001041B00000000246C0213D22E4100406CC3F3E406410000500B2CD22E410046AB640EE5064180524FB745D22E4100E80C411CE50641008BC59E5FD22E41004620201DE506418013B65879D22E410054DDFD10E5064100F18E9A7AD22E41008A24F934E5064180DC2A537AD22E41000AC14959E5064180DE628478D22E4100CCF2E47CE506418029A73B75D22E4100DAADC49EE50641801BFD9070D22E41007456F0BDE506410039D4A66AD22E41001E2182D9E50641802A83A863D22E4100D026B1F0E5064100B645C95BD22E4100F410D202E6064180BB3A4353D22E410082295F0FE60641002EDF544AD22E41001C0FFD15E60641800AE13F41D22E410002B57A16E606410054F04638D22E410028BFD410E606418008E6AB2FD22E41002ED63405E60641801D16AE27D22E41005EA3EFF3E5064100764B8820D22E4100A47C85DDE5064180DCC36E1AD22E41007AFC98C2E506410000AF8E15D22E4100E2B1F1A3E5064100697E0B12D22E41003E087082E50641007D66FF0FD22E41004C970A5FE50641807504790FD22E4100F866C53AE5064180618B7C10D22E4100488BAA16E5064100246C0213D22E4100406CC3F3E4064101000000020000000001000000FFFFFFFF0000000003
35,B106A-SYNTURF-0023,B106A,B-13,Scarangella Park,Stillwell Avenue and Avenue U,Field Group,Infill,Coated Sand,false,DPR,NULL,DPR,NULL,Capital,B106-110M,11/01/2010,False,B,0xD708000001042D000000001C7E58F92A2E41007677643909034100FF25FCEA2B2E41007E82C8C609034100738D45F02B2E41006CBEE6CA09034180EE9E4EF52B2E410004B48CD209034100E0E4F1F92B2E4100664681DD09034180C2EF0CFE2B2E4100587C72EB090341801F2D81012C2E41004C34FAFB09034100953F35042C2E410066CC9C0E0A034180D4D314062C2E41008CDACF220A034100A8F811072C2E41007ADCFC370A034180F37425072C2E4100D2EF874D0A034100B49C4E062C2E410028D2CF620A0341009FB1BEB82B2E4100D0C701D312034100C5AF7DB72B2E4100566125EA12034180401E4AB52B2E410062AA200013034100501D34B22B2E41008E10551413034180475851AE2B2E4100A8713126130341809307BEA92B2E4100C87B373513034180B3EC9AA42B2E41004855FA401303410035A60C9F2B2E4100E400264913034180B1033B992B2E4100BC09804D13034100CC0350932B2E41005487E94D1303410027A5758D2B2E41009E715E4A130341800E01EAA72A2E41001E9512CB12034180842350A12A2E410026B376C712034180DF91F19A2A2E4100E610A5BF12034180C621F9942A2E41002817D2B312034100D2A28E8F2A2E41001C0F4DA4120341808F5DD68A2A2E410054727D91120341007911F0862A2E4100BA92E17B12034180F4F2F5832A2E41007CE60964120341004ED4FB812A2E41000604974A12034100B9CF0E812A2E4100ECE93230120341004FA855D12A2E4100FC8A9F9F0903410007BF4BD22A2E41001AD8448C09034180B48705D42A2E4100968CC879090341802A9677D62A2E4100489EA568090341002A7491D92A2E4100EAEE4C590903410064CE3EDD2A2E4100044C254C090341007A1E67E12A2E4100EC0E86410903410000ADEEE52A2E4100B0C4B539090341008393B7EA2A2E4100187EE7340903418087E7A1EF2A2E4100A4273C33090341008F128DF42A2E41007A81BE34090341001C7E58F92A2E41007677643909034101000000020000000001000000FFFFFFFF0000000003
92,Q008-SYNTURF-0002,Q008,Q-13,Brookville Park,Edgewood Avenue and 232rd Street,Field Group,Infill,Rubber Crumb,false,DPR,NULL,DPR,NULL,Capital,QG-1005M,07/12/2006,False,Q,0xD7080000010415000000403F9B16C8183041000886B0CBF90541C0DF2C11911830410028DDC5460506414061BF1549183041002A8A41F20406418053DA8D4818304100E40C3237050641006F75992A18304100FA8FF11705064180ED965F2B18304100341F5FCF040641008EDBE7E21730410002FE487A040641406C1E7FEA1730410062F353E40206414004F22EA31730410076AA7EF5FF05418008CC859617304100B299F5EAFF0541C02FB0CA6F173041005C86FC59FE0541C0BB89F7701730410000A300BDFD0541C0940238AF17304100FEC67B5DFC0541C0821E91B617304100BE5ACAA5FC054140665A2A12183041006657D19AFA054180ED49ED1918304100780DBCFBF80541C001E7D56218304100461ECA52F90541802140AD6418304100FED620FCF80541C01A34E98218304100AA9B8521F9054180D94D4B8118304100FED62877F90541403F9B16C8183041000886B0CBF9054101000000020000000001000000FFFFFFFF0000000003
149,X261-SYNTURF-0030,X261,X-04,West Bronx Recreation Center,Shakespeare Avenue and West 172nd Street,Field Group,Infill,Rubber Crumb,false,DPR,NULL,EDC,NULL,Unknown,NULL,07/16/2008,False,X,0xD708000001042C0000008066E2BE3DB72E4100360D6919220E41804F92457CB72E41002A4C5486210E4180732DD37CB72E41009A94CC72210E4100059FB67CB72E41009048255F210E41000668F07BB72E41007879BC4B210E410003AB3E9CB72E410086A6CE08210E41005A9637CEB72E4100D6929D3D210E4100B0B834E2B72E4100249B55CB210E41808A57EEDAB72E41001ABBE6DC210E410033AAD7DAB72E4100AC5F10FC210E41005A130EF7B72E41006C7B55BD220E4180AB35CAFBB72E4100AC2A83C8220E4180173FCF00B82E410074B173EE220E4180CC7A8201B82E4100AE127B04230E41000390F80DB82E41002AE76A5A230E4100FE22420FB82E410094B7A85E230E41009104B310B82E410092C40462230E410098CC4112B82E4100D0356864230E4180E9E5E313B82E41000C3FC265230E41805C908E15B82E410024D00A66230E4100C58A3617B82E410016914065230E4100F8BED018B82E4100F0896763230E4180CDC2521AB82E4100E47E8C60230E41001D2CB21BB82E41003A40C25C230E41807BA2DA43B82E41002CB13776240E41802652F350B82E4100C8F96FA9250E4180CCC95B6FB82E410064663373260E41806BF91B4CB82E41007A16E6C4260E4180E0C5BF26B82E4100DE01E005270E41801256C5FFB72E41003AC54435270E418001DDB0D7B72E410026767452270E4100B9BE09AFB72E4100224F0C5D270E41804D8E5986B72E4100A4B3E854270E4100D3DE295EB72E41001684243A270E410059EB0237B72E4100D6751A0D270E4100DF116911B72E4100300F63CE260E4180517BDBEDB62E41005CA3D27E260E41808298D2CCB62E410068F6751F260E410021F3BDAEB62E41003CE590B1250E4100B8810394B62E41006CA99536250E4180A478FD7CB62E41004C8525B0240E4100151FFA69B62E4100B4AF0620240E41800AE238E4B62E4100E8EE3F1A230E418066E2BE3DB72E4100360D6919220E4101000000020000000001000000FFFFFFFF0000000003
9,B111-SYNTURF-0026,B111,B-06,J.J. Byrne Playground,5th Avenue and 3rd Street,Play Area,Non-Infill,Not Applicable,false,DPR,NULL,DPR,NULL,Capital,B111-117M,01/01/1899,True,B,0xD708000001041900000080EB367B5A2B2E4100D8421D118506418008D4DD462B2E4100CE305F7184064100058BA2302B2E41005C9C35D783064180450FE3172B2E410028E44F43830641003518BBFC2A2E4100BA0256B682064180F24C96092B2E410004648493820641006A48AA172B2E4100ACAE52798206418037FD9A262B2E41004A396C6882064100E2FD06362B2E410086353F6182064100E5D689452B2E41001600FA6382064100B968BE542B2E4100B8CC8B7082064180DD4141632B2E4100284AA18682064100E5FAB3702B2E4100405AABA58206410003BF967B2B2E41000CF5D0D1820641806B877B842B2E41008A819A048306418029D5228B2B2E410038D29B3C8306418083C85C8F2B2E41000A7144788306410005250B912B2E4100865BE8B5830641807EFD21902B2E41000477CFF3830641000BDFA78C2B2E4100CC483C3084064100097BB5862B2E41005A1E8069840641801D7C757E2B2E41007415FF9D840641002E0323742B2E4100724042CC8406410058F907682B2E41004E5EFEF284064180EB367B5A2B2E4100D8421D1185064101000000020000000001000000FFFFFFFF0000000003
66,M047-SYNTURF-0013,M047,M-11,Thomas Jefferson Park,1st Avenue and East 114th Street,Field Group,Infill,Coated Sand,false,DPR,NULL,DPR,NULL,Capital,M047-102M,12/01/2003,False,M,0xD708000001042B00000000B9ED290A932E4100F848B7DBE60B41006C7DBE15952E4100D03FE643E20B41801299371F952E4100D0521933E20B4180DFFB3E29952E410076CEAB28E20B4100CC9D9033952E4100D493E324E20B4180C872E63D952E4100542FDC27E20B4100C66EFA47952E41009E747F31E20B4180BC338851952E4100BC8E8D41E20B4180AF944E5A952E4100024C9857E20B4180BA701262952E410032820A73E20B410010B39E68952E41007A122A93E20B4100052EC76D952E410092491DB7E20B4180621114C8952E4100D4534B2CE50B418072AFF8CB952E410040220A4FE50B4100C70162CE952E4100C01CDF73E50B41801E3C3FCF952E41007643CA99E50B410063528ACE952E41005EDAC2BFE50B4180A64E48CC952E41007679BFE4E50B418026D088C8952E4100E074BF07E60B4180470B66C3952E4100E838CE27E60B418094C703BD952E41002C060C44E60B4100BA888EB5952E4100B4A9B45BE60B410080363AAD952E410002D9226EE60B41003246A0A5932E4100A6BEE31EEB0B41001922F899932E41006C61E027EB0B410030681A8E932E4100A8163B29EB0B4180AA615682932E41003A76EA22EB0B4180B9D6FA76932E4100C6801915EB0B410083DF536C932E4100AE972300EB0B41801BE0A862932E410012D595E4EA0B41007D843A5A932E4100BE5328C3EA0B410081124153932E4100147FBB9CEA0B41008766BAF6922E41009223E41CE80B4100497D45F2922E4100F68D6CFCE70B418069DA33EF922E4100C2AE7AD9E70B41003BD39AED922E41009C11FFB4E70B4180E75285ED922E410052AEF58FE70B41807205F4EE922E4100BED85D6BE70B4180B401DDF1922E4100B4343448E70B4180601F2CF6922E4100DEFD6B27E70B410003A3C3FB922E4100A64BE609E70B410007157D02932E410020616FF0E60B4100B9ED290A932E4100F848B7DBE60B4101000000020000000001000000FFFFFFFF0000000003
